name,fabric_name,weave,width,weight_feel_suitability,content,design_name_color,shipping_weight,design_no,price_text,ragular_price,categories,short_description,long_description,images,tags,manage_stock,stock,status
Printed Spun-2362220,Printed Spun ,Twill ,44 Inches,"Medium Weight/ Used for making dresses, suits, skirts, blouses, tops, kurtis, kaftan, palazzo, suits and more.",100% Polyester ,Multicolour ,0.2,2362220,570 Per Meter ,570,polyester-fabrics>prints | prints>poly-prints | latest-fabrics | trending-fabrics | autumn-winter,"Printed Spun fabric is commonly used for making winter suits, kurta, blouses, suits, kurtis, tops, tunics, stoles, scarves, dresses, skirts etc.","Spun Poly or otherwise known as Spun Polyester is made by spinning 100% polyester fibers into yarns. Spun poly is guaranteed to last twice, does not require ironing, does not shrink, has greater wash-ability, has color-fast material that doesn't stain and Looks, breathes, and feels better.","2362220-(4).jpg, 2362220-(2).jpg, 2362220-(3).jpg","printed spun, spun prints, printed poly spun, printe fabric, spun, fabric for winters, fabric for kurtas, fabric for suits, fabric for tops, fabric for skirts, fabric for dresses, fabric for stoels, fabric for nehru jacket, fabric for palazzos, fabric for tunic, fabric for blouse, 2362220",no ,in_stock,Published
Printed Spun-245821,Printed Spun ,Twill ,44 Inches,"Medium Weight/ Used for making dresses, suits, skirts, blouses, tops, kurtis, kaftan, palazzo, suits and more.",100% Polyester ,Multicolour ,0.2,245821,570 Per Meter ,570,polyester-fabrics>prints | prints>poly-prints | latest-fabrics | trending-fabrics | autumn-winter,"Printed Spun fabric is commonly used for making winter suits, kurta, blouses, suits, kurtis, tops, tunics, stoles, scarves, dresses, skirts etc.","Spun Poly or otherwise known as Spun Polyester is made by spinning 100% polyester fibers into yarns. Spun poly is guaranteed to last twice, does not require ironing, does not shrink, has greater wash-ability, has color-fast material that doesn't stain and Looks, breathes, and feels better.","245821-(4).jpg, 245821-(2).jpg, 245821-(3).jpg","printed spun, spun prints, printed poly spun, printe fabric, spun, fabric for winters, fabric for kurtas, fabric for suits, fabric for tops, fabric for skirts, fabric for dresses, fabric for stoels, fabric for nehru jacket, fabric for palazzos, fabric for tunic, fabric for blouse, 245821",no ,in_stock,Published
Printed Spun-2359420,Printed Spun ,Twill ,44 Inches,"Medium Weight/ Used for making dresses, suits, skirts, blouses, tops, kurtis, kaftan, palazzo, suits and more.",100% Polyester ,Multicolour ,0.2,2359420,570 Per Meter ,570,polyester-fabrics>prints | prints>poly-prints | latest-fabrics | trending-fabrics | autumn-winter,"Printed Spun fabric is commonly used for making winter suits, kurta, blouses, suits, kurtis, tops, tunics, stoles, scarves, dresses, skirts etc.","Spun Poly or otherwise known as Spun Polyester is made by spinning 100% polyester fibers into yarns. Spun poly is guaranteed to last twice, does not require ironing, does not shrink, has greater wash-ability, has color-fast material that doesn't stain and Looks, breathes, and feels better.","2359420-(4).jpg, 2359420-(2).jpg, 2359420-(3).jpg","printed spun, spun prints, printed poly spun, printe fabric, spun, fabric for winters, fabric for kurtas, fabric for suits, fabric for tops, fabric for skirts, fabric for dresses, fabric for stoels, fabric for nehru jacket, fabric for palazzos, fabric for tunic, fabric for blouse, 2359420",no ,in_stock,Published
Printed Spun-2275120,Printed Spun ,Twill ,44 Inches,"Medium Weight/ Used for making dresses, suits, skirts, blouses, tops, kurtis, kaftan, palazzo, suits and more.",100% Polyester ,Multicolour ,0.2,2275120,570 Per Meter ,570,polyester-fabrics>prints | prints>poly-prints | latest-fabrics | trending-fabrics | autumn-winter,"Printed Spun fabric is commonly used for making winter suits, kurta, blouses, suits, kurtis, tops, tunics, stoles, scarves, dresses, skirts etc.","Spun Poly or otherwise known as Spun Polyester is made by spinning 100% polyester fibers into yarns. Spun poly is guaranteed to last twice, does not require ironing, does not shrink, has greater wash-ability, has color-fast material that doesn't stain and Looks, breathes, and feels better.","2275120-(4).jpg, 2275120-(2).jpg, 2275120-(3).jpg","printed spun, spun prints, printed poly spun, printe fabric, spun, fabric for winters, fabric for kurtas, fabric for suits, fabric for tops, fabric for skirts, fabric for dresses, fabric for stoels, fabric for nehru jacket, fabric for palazzos, fabric for tunic, fabric for blouse, 2275120",no ,in_stock,Published
Printed Spun-2360320,Printed Spun ,Twill ,44 Inches,"Medium Weight/ Used for making dresses, suits, skirts, blouses, tops, kurtis, kaftan, palazzo, suits and more.",100% Polyester ,Multicolour ,0.2,2360320,570 Per Meter ,570,polyester-fabrics>prints | prints>poly-prints | latest-fabrics | trending-fabrics | autumn-winter,"Printed Spun fabric is commonly used for making winter suits, kurta, blouses, suits, kurtis, tops, tunics, stoles, scarves, dresses, skirts etc.","Spun Poly or otherwise known as Spun Polyester is made by spinning 100% polyester fibers into yarns. Spun poly is guaranteed to last twice, does not require ironing, does not shrink, has greater wash-ability, has color-fast material that doesn't stain and Looks, breathes, and feels better.","2360320-(4).jpg, 2360320-(2).jpg, 2360320-(3).jpg","printed spun, spun prints, printed poly spun, printe fabric, spun, fabric for winters, fabric for kurtas, fabric for suits, fabric for tops, fabric for skirts, fabric for dresses, fabric for stoels, fabric for nehru jacket, fabric for palazzos, fabric for tunic, fabric for blouse, 2360320",no ,in_stock,Published
Printed Spun-2359720,Printed Spun ,Twill ,44 Inches,"Medium Weight/ Used for making dresses, suits, skirts, blouses, tops, kurtis, kaftan, palazzo, suits and more.",100% Polyester ,Multicolour ,0.2,2359720,570 Per Meter ,570,polyester-fabrics>prints | prints>poly-prints | latest-fabrics | trending-fabrics | autumn-winter,"Printed Spun fabric is commonly used for making winter suits, kurta, blouses, suits, kurtis, tops, tunics, stoles, scarves, dresses, skirts etc.","Spun Poly or otherwise known as Spun Polyester is made by spinning 100% polyester fibers into yarns. Spun poly is guaranteed to last twice, does not require ironing, does not shrink, has greater wash-ability, has color-fast material that doesn't stain and Looks, breathes, and feels better.","2359720-(4).jpg, 2359720-(2).jpg, 2359720-(3).jpg","printed spun, spun prints, printed poly spun, printe fabric, spun, fabric for winters, fabric for kurtas, fabric for suits, fabric for tops, fabric for skirts, fabric for dresses, fabric for stoels, fabric for nehru jacket, fabric for palazzos, fabric for tunic, fabric for blouse, 2359720",no ,in_stock,Published
Printed Cotton Satin-4422520,Cotton Satin ,Satin ,44 Inches,"Lightweight & Soft Fabric/ Suitable for making suits, skirts, kurta, kurti, blouses, kids wear, cushions and more.",100% Cotton ,Multicolour ,0.2,4422520,390 Per Meter ,390,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton satin fabric, suitable for making shirts, dresses, skirts, tops, kurtis, blouses, kids wear, cushion covers, curtains etc.","Printed Cotton Satin fabric is commonly formed on satin weave of 100% cotton fibres. It has satin finish printed fabric known for its, silky texture and for the smooth and shiny appearance. Commonly used for making apparels.","4422520-(4).jpg, 4422520-(2).jpg, 4422520-(3).jpg","printed cotton satin, cotton satin prints, cotton satin, fabric for kurtis, fabric for tops, fabric for shirts, fabric for skirts, fabric for dresses, Fabric for night suits, fabric for kids wear, kids print, oreo print, 4422520 ",no ,in_stock,Published
Printed Cotton Satin-2374620,Cotton Satin ,Satin ,44 Inches,"Lightweight & Soft Fabric/ Suitable for making suits, skirts, kurta, kurti, blouses, kids wear, cushions and more.",100% Cotton ,Multicolour ,0.2,2374620,390 Per Meter ,390,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton satin fabric, suitable for making shirts, dresses, skirts, tops, kurtis, blouses, kids wear, cushion covers, curtains etc.","Printed Cotton Satin fabric is commonly formed on satin weave of 100% cotton fibres. It has satin finish printed fabric known for its, silky texture and for the smooth and shiny appearance. Commonly used for making apparels.","2374620-(4).jpg, 2374620-(2).jpg, 2374620-(3).jpg","printed cotton satin, cotton satin prints, cotton satin, fabric for kurtis, fabric for tops, fabric for shirts, fabric for skirts, fabric for dresses, Fabric for night suits, fabric for kids wear, kids print, flamingo print, 2374620",no ,in_stock,Published
Printed Cotton Satin-2374320,Cotton Satin ,Satin ,44 Inches,"Lightweight & Soft Fabric/ Suitable for making suits, skirts, kurta, kurti, blouses, kids wear, cushions and more.",100% Cotton ,Black ,0.2,2374320,390 Per Meter ,390,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton satin fabric, suitable for making shirts, dresses, skirts, tops, kurtis, blouses, kids wear, cushion covers, curtains etc.","Printed Cotton Satin fabric is commonly formed on satin weave of 100% cotton fibres. It has satin finish printed fabric known for its, silky texture and for the smooth and shiny appearance. Commonly used for making apparels.","2374320-(4).jpg, 2374320-(2).jpg, 2374320-(3).jpg","printed cotton satin, cotton satin prints, cotton satin, fabric for kurtis, fabric for tops, fabric for shirts, fabric for skirts, fabric for dresses, Fabric for night suits, fabric for kids wear, kids print, sticker print, quirky prints , 2374320",no ,in_stock,Published
Printed Cotton Satin-2374520,Cotton Satin ,Satin ,44 Inches,"Lightweight & Soft Fabric/ Suitable for making suits, skirts, kurta, kurti, blouses, kids wear, cushions and more.",100% Cotton ,Yellow,0.2,2374520,390 Per Meter ,390,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton satin fabric, suitable for making shirts, dresses, skirts, tops, kurtis, blouses, kids wear, cushion covers, curtains etc.","Printed Cotton Satin fabric is commonly formed on satin weave of 100% cotton fibres. It has satin finish printed fabric known for its, silky texture and for the smooth and shiny appearance. Commonly used for making apparels.","2374520-(4).jpg, 2374520-(2).jpg, 2374520-(3).jpg","printed cotton satin, cotton satin prints, cotton satin, fabric for kurtis, fabric for tops, fabric for shirts, fabric for skirts, fabric for dresses, Fabric for night suits, fabric for kids wear, kids print, sticker print, quirky prints , 2374520",no ,in_stock,Published
