name,fabric_name,weave,width,weight_feel_suitability,content,design_name_color,shipping_weight,design_no,price_text,ragular_price,categories,short_description,long_description,images,tags,manage_stock,stock,status
Foil Printed Sequin Knit Fabric-2368120,Foil Printed Sequin Knit ,Knitted ,58 Inches ,"Lightweight & soft drape fabric/ Suitable for making dresses, skirts, tops, designer wear, capes, designer outfits and more.",95% Polyester 5% Spandex,Silver On Black ,0.2,2368120,1080 Per Meter ,1080,polyester-fabrics>knits | knits>poly-knits | latest-fabrics | trending-fabrics,"Foil printed sequin knit fabric suitable for making dresses, bodycon dresses, tops, skirts, palazzo, crop tops, evening gowns, designer wear and more.",Foil printed sequin knit fabric is a polyester fabric with foil printing on the surface of the fabric. This knitted fabric is stretchable fabric with soft feel. Commonly used for making dresses.,"2368120-(4).jpg, 2368120-(2).jpg, 2368120-(3).jpg","knitted sequin fabric, Foil printed sequin work knitted fabric , knitted fabric, sequin work, knitted sequin, foil print work, fabric for tops, fabric for skirts, fabric for jackets, fabric for dresses, fabric for designer dresses, fabric for long gowns, fabric for crop tops, fabric for gowns, fabric for blouses, silver sequin, silver foil,  2368120",no,in_stock,published 
Foil Printed Sequin Knit Fabric-2368220,Foil Printed Sequin Knit ,Knitted ,58 Inches ,"Lightweight & soft drape fabric/ Suitable for making dresses, skirts, tops, designer wear, capes, designer outfits and more.",95% Polyester 5% Spandex,Copper On Black ,0.2,2368220,1080 Per Meter ,1080,polyester-fabrics>knits | knits>poly-knits | latest-fabrics | trending-fabrics,"Foil printed sequin knit fabric suitable for making dresses, bodycon dresses, tops, skirts, palazzo, crop tops, evening gowns, designer wear and more.",Foil printed sequin knit fabric is a polyester fabric with foil printing on the surface of the fabric. This knitted fabric is stretchable fabric with soft feel. Commonly used for making dresses.,"2368220-(4).jpg, 2368220-(2).jpg, 2368220-(3).jpg","knitted sequin fabric, Foil printed sequin work knitted fabric , knitted fabric, sequin work, knitted sequin, foil print work, fabric for tops, fabric for skirts, fabric for jackets, fabric for dresses, fabric for designer dresses, fabric for long gowns, fabric for crop tops, fabric for gowns, fabric for blouses, copper sequin, copper foil,  2368220",no ,in_stock,published 
Foil Printed Sequin Knit Fabric-2368020,Foil Printed Sequin Knit ,Knitted ,58 Inches ,"Lightweight & soft drape fabric/ Suitable for making dresses, skirts, tops, designer wear, capes, designer outfits and more.",95% Polyester 5% Spandex,Gold On Black ,0.2,2368020,1080 Per Meter ,1080,polyester-fabrics>knits | knits>poly-knits | latest-fabrics | trending-fabrics,"Foil printed sequin knit fabric suitable for making dresses, bodycon dresses, tops, skirts, palazzo, crop tops, evening gowns, designer wear and more.",Foil printed sequin knit fabric is a polyester fabric with foil printing on the surface of the fabric. This knitted fabric is stretchable fabric with soft feel. Commonly used for making dresses.,"2368020-(4).jpg, 2368020-(2).jpg, 2368020-(3).jpg","knitted sequin fabric, Foil printed sequin work knitted fabric , knitted fabric, sequin work, knitted sequin, foil print work, fabric for tops, fabric for skirts, fabric for jackets, fabric for dresses, fabric for designer dresses, fabric for long gowns, fabric for crop tops, fabric for gowns, fabric for blouses, golden sequin, golden foil,  2368020",no,in_stock,published 
Suiting Fabric-4789520,Poly Wool Suiting Fabric ,Twill ,56 Inches ,"Suiting Fabric/ Suitable for making suits, skirts, formals, waist coats, jackets.",60% Wool 40% Polyester ,Dark Navy Blue ,0.2,4789520,1800 Per Meter ,1800,latest-fabrics | trending-fabrics | autumn-winter,"Wool suiting fabric, suitable for making dresses, formals, mens suits, blazers, skirts, jackets, waist coats etc.","Plain wool suiting fabric made from blend of polyester with wool on textured weave. The blend of polyester with wool contributes durability, resiliency and shape retention. The wet strength of the resultant fabric is also improved.","4789520-(4).jpg, 4789520-(2).jpg, 4789520-(3).jpg","poly wool suiting fabric, wool blend suiting fabric, suiting fabric, plain suiting fabric, wool suiting fabric, fabric for suits, fabric for waist coat, fabric for coat, fabric for 3 piece, fabric for trousers, fabric for mens suit, fabric for blazerz, fabric for skirts, fabric for jackets, fabric for formal suiting, suiting fabric, navy blue, 4789520 ",no ,in_stock,published 
Suiting Check Fabric-4789420,Poly Wool Suiting Fabric ,Twill ,56 Inches ,"Suiting Fabric/ Suitable for making suits, skirts, formals, waist coats, jackets.",60% Wool 40% Polyester ,Daark Grey ,0.2,4789420,2100 Per Meter ,2100,latest-fabrics | trending-fabrics | autumn-winter,"Wool suiting fabric, suitable for making dresses, formals, mens suits, blazers, skirts, jackets, waist coats etc.","Plain wool suiting fabric made from blend of polyester with wool on textured weave. The blend of polyester with wool contributes durability, resiliency and shape retention. The wet strength of the resultant fabric is also improved.","4789420-(4).jpg, 4789420-(2).jpg, 4789420-(3).jpg","poly wool suiting fabric, wool blend suiting fabric, suiting fabric, plain suiting fabric, wool suiting fabric, fabric for suits, fabric for waist coat, fabric for coat, fabric for 3 piece, fabric for trousers, fabric for mens suit, fabric for blazerz, fabric for skirts, fabric for jackets, fabric for formal suiting, suiting fabric, dark grey, 4789420 ",no,in_stock,published 
Suiting Check Fabric-4148720,Poly Wool Suiting Fabric ,Twill ,56 Inches ,"Suiting Fabric/ Suitable for making suits, skirts, formals, waist coats, jackets.",60% Wool 40% Polyester ,Denim Grey ,0.2,4789420,2100 Per Meter ,2100,latest-fabrics | trending-fabrics | autumn-winter,"Wool suiting fabric, suitable for making dresses, formals, mens suits, blazers, skirts, jackets, waist coats etc.","Plain wool suiting fabric made from blend of polyester with wool on textured weave. The blend of polyester with wool contributes durability, resiliency and shape retention. The wet strength of the resultant fabric is also improved.","4789420-(4).jpg, 4789420-(2).jpg, 4789420-(3).jpg","poly wool suiting fabric, wool blend suiting fabric, suiting fabric, plain suiting fabric, wool suiting fabric, fabric for suits, fabric for waist coat, fabric for coat, fabric for 3 piece, fabric for trousers, fabric for mens suit, fabric for blazerz, fabric for skirts, fabric for jackets, fabric for formal suiting, suiting fabric, dark grey, 4789420 ",no,in_stock,published 
Suiting Fabric-4789320,Poly Wool Suiting Fabric ,Twill ,56 Inches ,"Suiting Fabric/ Suitable for making suits, skirts, formals, waist coats, jackets.",60% Wool 40% Polyester ,Dark Blue ,0.2,4789320,1800 Per Meter ,1800,latest-fabrics | trending-fabrics | autumn-winter,"Wool suiting fabric, suitable for making dresses, formals, mens suits, blazers, skirts, jackets, waist coats etc.","Plain wool suiting fabric made from blend of polyester with wool on textured weave. The blend of polyester with wool contributes durability, resiliency and shape retention. The wet strength of the resultant fabric is also improved.","4789320-(4).jpg, 4789320-(2).jpg, 4789320-(3).jpg","poly wool suiting fabric, wool blend suiting fabric, suiting fabric, plain suiting fabric, wool suiting fabric, fabric for suits, fabric for waist coat, fabric for coat, fabric for 3 piece, fabric for trousers, fabric for mens suit, fabric for blazerz, fabric for skirts, fabric for jackets, fabric for formal suiting, suiting fabric, dark blue, 4789320 ",no,in_stock,published 
Suiting Fabric-4148620,Poly Wool Suiting Fabric ,Twill ,56 Inches ,"Suiting Fabric/ Suitable for making suits, skirts, formals, waist coats, jackets.",60% Wool 40% Polyester ,Dark Brown,0.2,4148620,1800 Per Meter ,1800,latest-fabrics | trending-fabrics | autumn-winter,"Wool suiting fabric, suitable for making dresses, formals, mens suits, blazers, skirts, jackets, waist coats etc.","Plain wool suiting fabric made from blend of polyester with wool on textured weave. The blend of polyester with wool contributes durability, resiliency and shape retention. The wet strength of the resultant fabric is also improved.","4148620-(4).jpg, 4148620-(2).jpg, 4148620-(3).jpg","poly wool suiting fabric, wool blend suiting fabric, suiting fabric, plain suiting fabric, wool suiting fabric, fabric for suits, fabric for waist coat, fabric for coat, fabric for 3 piece, fabric for trousers, fabric for mens suit, fabric for blazerz, fabric for skirts, fabric for jackets, fabric for formal suiting, suiting fabric, dark brown, 4148620 ",no,in_stock,published 
Suiting Fabric-4789620,Wool Suiting Fabric,Twill ,56 Inches ,"Suiting Fabric/ Suitable for making suits, skirts, formals, waist coats, jackets.",100% Wool ,Black ,0.2,4789620,870 Per Meter ,870,silks-wools>woollen-textures | latest-fabrics | autumn-winter,"Wool suiting fabric, suitable for making dresses, formals, mens suits, blazers, skirts, jackets, waist coats etc.","Pure wool suiting fabric made from wool on textured weave. The wool contributes durability, resiliency and shape retention. The wet strength of the resultant fabric is also improved.","4789620-(4).jpg, 4789620-(2).jpg, 4789620-(3).jpg","wool suiting fabric, pure wool suiting fabric, suiting fabric, plain suiting fabric, wool fabric for suiting , fabric for suits, fabric for waist coat, fabric for coat, fabric for 3 piece, fabric for trousers, fabric for mens suit, fabric for blazerz, fabric for skirts, fabric for jackets, fabric for formal suiting, suiting fabric, black, 4789620",no,in_stock,published 
Suiting Check Fabric-4788520,Wool Suiting Fabric,Twill ,56 Inches ,"Suiting Fabric/ Suitable for making suits, skirts, formals, waist coats, jackets.",100% Wool ,Grey,0.2,4788520,1210 Per Meter ,1210,silks-wools>woollen-textures | latest-fabrics | autumn-winter,"Wool suiting fabric, suitable for making dresses, formals, mens suits, blazers, skirts, jackets, waist coats etc.","Pure wool suiting fabric made from wool on textured weave. The wool contributes durability, resiliency and shape retention. The wet strength of the resultant fabric is also improved.","4788520-(4).jpg, 4788520-(2).jpg, 4788520-(3).jpg","wool suiting fabric, pure wool suiting fabric, suiting fabric, plain suiting fabric, wool fabric for suiting , fabric for suits, fabric for waist coat, fabric for coat, fabric for 3 piece, fabric for trousers, fabric for mens suit, fabric for blazerz, fabric for skirts, fabric for jackets, fabric for formal suiting, suiting fabric, grey, 4788520",no,in_stock,published 
Suiting Check Fabric-4788620,Wool Suiting Fabric,Twill ,56 Inches ,"Suiting Fabric/ Suitable for making suits, skirts, formals, waist coats, jackets.",100% Wool ,Blue ,0.2,4788620,1210 Per Meter ,1210,silks-wools>woollen-textures | latest-fabrics | autumn-winter,"Wool suiting fabric, suitable for making dresses, formals, mens suits, blazers, skirts, jackets, waist coats etc.","Pure wool suiting fabric made from wool on textured weave. The wool contributes durability, resiliency and shape retention. The wet strength of the resultant fabric is also improved.","4788620-(4).jpg, 4788620-(2).jpg, 4788620-(3).jpg","wool suiting fabric, pure wool suiting fabric, suiting fabric, plain suiting fabric, wool fabric for suiting , fabric for suits, fabric for waist coat, fabric for coat, fabric for 3 piece, fabric for trousers, fabric for mens suit, fabric for blazerz, fabric for skirts, fabric for jackets, fabric for formal suiting, suiting fabric, blue, 4788620 , checked fabric",no,in_stock,published 
